Date,Shift,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,precipitation,cloud_cover,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI_Class,pm2_5_lag_1,pm2_5_lag_2,pm2_5_lag_3,pm2_5_lag_6,temperature_2m_lag_1,temperature_2m_lag_2,temperature_2m_lag_3,temperature_2m_lag_6,AQI_Class_lag_1,AQI_Class_lag_2,AQI_Class_lag_3,AQI_Class_lag_6
2018-01-10,Morning,26.7,68.5,7.1000000000000005,91.0,1012.9499999999999,0.0,66.0,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,31.150000000000002,25.866666666666664,27.53333333333333,27.599999999999998,1.0,1.0,1.0,1.0
2018-01-10,Night,26.325,79.66666666666667,8.383333333333333,285.1666666666667,1011.4916666666667,0.016666666666666666,62.416666666666664,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,26.7,31.150000000000002,25.866666666666664,25.724999999999998,1.0,1.0,1.0,1.0
2018-01-11,Afternoon,32.050000000000004,45.833333333333336,7.033333333333334,71.33333333333333,1009.15,0.0,29.5,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,26.325,26.7,31.150000000000002,31.21666666666667,1.0,1.0,1.0,1.0
2018-01-11,Morning,26.166666666666668,62.0,9.299999999999999,39.166666666666664,1012.4666666666667,0.0,14.166666666666666,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,32.050000000000004,26.325,26.7,27.53333333333333,1.0,1.0,1.0,1.0
2018-01-11,Night,25.96666666666667,67.75,9.4,168.16666666666666,1011.2666666666668,0.0,55.833333333333336,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,26.166666666666668,32.050000000000004,26.325,25.866666666666664,1.0,1.0,1.0,1.0
2018-01-12,Afternoon,30.950000000000003,43.333333333333336,9.700000000000001,111.0,1009.4499999999999,0.0,97.66666666666667,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,25.96666666666667,26.166666666666668,32.050000000000004,31.150000000000002,1.0,1.0,1.0,1.0
2018-01-12,Morning,25.3,55.0,9.75,27.0,1012.8333333333334,0.0,94.16666666666667,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,30.950000000000003,25.96666666666667,26.166666666666668,26.7,1.0,1.0,1.0,1.0
2018-01-12,Night,24.808333333333334,61.333333333333336,10.174999999999999,118.0,1011.9499999999999,0.008333333333333333,94.75,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,25.3,30.950000000000003,25.96666666666667,26.325,1.0,1.0,1.0,1.0
2018-01-13,Afternoon,30.71666666666667,41.833333333333336,6.583333333333333,137.66666666666666,1009.3833333333333,0.0,59.166666666666664,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,24.808333333333334,25.3,30.950000000000003,32.050000000000004,1.0,1.0,1.0,1.0
2018-01-13,Morning,24.566666666666666,57.666666666666664,7.083333333333333,21.333333333333332,1012.6333333333333,0.0,39.333333333333336,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,30.71666666666667,24.808333333333334,25.3,26.166666666666668,1.0,1.0,1.0,1.0
2018-01-13,Night,24.575,62.0,9.25,191.41666666666666,1011.2166666666667,0.0,87.5,28.1,40.5,634.0,39.0,19.1,10.0,1,28.1,28.1,28.1,28.1,24.566666666666666,30.71666666666667,24.808333333333334,25.96666666666667,1.0,1.0,1.0,1.0
